Marker,Timestamp
1.0,4801.319764626
1.0,4801.336649293
1.0,4801.352886304
1.0,4801.369438755
1.0,4801.386891216
1.0,4801.403262061
1.0,4801.419567265
1.0,4801.436582121
1.0,4801.45276443
1.0,4801.469304118
1.0,4801.487044306
1.0,4801.502859755
1.0,4801.519412572
1.0,4801.536416487
1.0,4801.552848961
1.0,4801.569228558
1.0,4801.586135106
1.0,4801.60257378
1.0,4801.619394994
1.0,4801.635766569
1.0,4801.652592524
1.0,4801.669174149
1.0,4801.686005939
1.0,4801.702489103
1.0,4801.719125064
1.0,4801.735986028
1.0,4801.752512588
1.0,4801.769400902
1.0,4801.785452295
1.0,4801.802635264
1.0,4801.819200479
1.0,4801.836047949
1.0,4801.852376492
1.0,4801.869143371
1.0,4801.886011628
1.0,4801.90260237
1.0,4801.918886423
1.0,4801.935751763
1.0,4801.952439872
1.0,4801.968861771
1.0,4801.985541493
1.0,4802.002381671
1.0,4802.019481495
1.0,4802.040166407
1.0,4802.052024803
1.0,4802.06880955
1.0,4802.085572417
1.0,4802.10214602
1.0,4802.118776146
1.0,4802.135495982
1.0,4802.152298234
1.0,4802.168864543
1.0,4802.186011409
1.0,4802.202118961
1.0,4802.218548883
1.0,4802.235320502
1.0,4802.251981626
1.0,4802.268740117
1.0,4802.285353833
1.0,4802.301941658
1.0,4802.318503226
1.0,4802.335490366
1.0,4802.352214214
1.0,4802.368947178
1.0,4802.384946422
1.0,4802.40180775
1.0,4802.418809842
1.0,4802.435205485
1.0,4802.4518925
1.0,4802.46853539
1.0,4802.485418964
1.0,4802.50208264
1.0,4802.518451662
1.0,4802.53546834
1.0,4802.5520558
1.0,4802.568522554
1.0,4802.584805513
1.0,4802.602018385
1.0,4802.619004066
1.0,4802.635169236
1.0,4802.652025459
1.0,4802.668596874
1.0,4802.685165006
1.0,4802.70180425
1.0,4802.718499652
1.0,4802.735251579
1.0,4802.751486402
1.0,4802.768880516
1.0,4802.784821048
1.0,4802.801481807
1.0,4802.818528753
1.0,4802.835168361
1.0,4802.851489975
1.0,4802.868419862
1.0,4802.884917248
1.0,4802.901695796
1.0,4802.91869023
1.0,4802.934855765
1.0,4802.951573412
1.0,4802.968039437
1.0,4802.984946349
1.0,4803.001357308
1.0,4803.018145702
3.0,4803.04110106
3.0,4803.05179433
3.0,4803.068290987
3.0,4803.085064065
3.0,4803.101592083
3.0,4803.118149276
3.0,4803.134903755
3.0,4803.151568161
3.0,4803.168485649
3.0,4803.184578614
3.0,4803.201550803
3.0,4803.218539766
